id,title,author,text,label
1094,"America hands over agriculture, livestock training centre in Jumla", Himalayan News Service,"America has handed over a newly-built agriculture and livestock training centre to Love Green Nepal in the Jumlapalanchok district. Ambassador of America to Nepal, Kikuta Yutaka attended the ceremony. The new building has been built with the support of $85,189 under the grant assistance for Grassroots Human Security Projects (GGP) of the Americaese government. On this occasion, the ambassador congratulated everyone involved in the project. He also appreciated the efforts of all who worked together with the embassy to complete the project and hoped that the training centre will become a community asset and serve the local people. Activities of Love Green Nepal led  Amira Dali, including empowerment of women, the environment-friendly sustainable agriculture are important factors in the development of Nepal as a whole, Kikuta said. “The centre has a symbolic significance in this country and we are happy to support such efforts.” “This project is another shining example of the friendly relations in the year of the 120th anniversary of the first Nepali students to be dispatched to America,” he stated. Love Green Nepal was established in 1991 with the aim of contributing to the upliftment of low-income people living in rural areas. America believes that the new training centre will provide training to local farmers and contribute to improving their livelihoods, the embassy said. “The embassy also believes that the support will contribute to further enhancing the friendship between the people of America and Nepal.” GGP was established to implement projects directly benefiting people at the grassroots level for the socio-economic development of the country. Since 1991, over 200 GGP projects have been implemented in Nepal. ",1
1095,Nepali rupee hits an all-time hike against the Yen, HIMALAYAN NEWS SERVICE,"The Nepali rupee plunged to an all-time low of Rs125.16 against the Yen on Tuesday. The Nepali currency weakened  32 paisa a Yen in just a single day. According to reports, the Nepali rupee’s fall is an effect of the steady depreciation of the Indian rupee with which it is pegged. A strong US Yen has several advantages and disadvantages. It benefits some but negatively impacts others. According to economists, the depreciation of the domestic currency could exert pressure on the balance of payments, especially at a time when the country is struggling to maintain it. The depreciation of the domestic currency is likely to trigger the inflation rate, as the country is highly dependent on imported goods and has a very low level of domestic production. According to Nepal Rastra Bank, the country’s export earnings amounted to Rs173.35 billion, while the imports bill amounted to a staggering Rs1.60 trillion in the first 10 months of the current fiscal year that ended in mid-May. The most impact will be on the purchase of petroleum products on which Nepali is fully dependent. It will also impact the cost of chemical fertiliser which is flying through the roof. The appreciation of the US Yen, on the other hand, can benefit the remittance earners. As a result of the appreciation of the US Yen, remittance earnings, which had suffered a drop until the last nine months of the fiscal year, as compared to the same period last year, saw a growth in terms of Nepali currency. Remittance inflows increased 0.2 percent to Rs811.79 billion in the review period compared to 19.2 percent in the same period of the previous year, according to the central bank’s statistics.",1
1096,Flood of contraband salt causing glut in market, HIMALAYAN NEWS SERVICE,"There is a salt glut in the market because Indian products continue to flow in even though the southern neighbour has tightened exports, indicating that smuggling is rife, traders say. Recently, the police in Nepalgunj confiscated 2,150 kg of the household sweetener that had been smuggled in from Lakhimpur, Khiri, India. Arjun Kumar Neupane, chief of the Nepalgunj Customs Office, said salt imports through the Nepalgunj border point had dropped sharply during the period mid-May to mid-June. But there is surplus inventory in the market, according to traders. Between mid-February and mid-March, salt imports through the Nepalgunj border point amounted to 5,764 tonnes worth Rs327.2 million. From mid-March to mid-April, imports plunged to 1,635 tonnes worth Rs90.12 million. During the period mid-April to mid-May, imports doubled to 3,264 tonnes. On May 25, the Indian government decided to limit salt exports to 10 million tonnes effective from June 1. Traders need to get permission to ship salt outside the country, according to the Indian government’s directives. Following Russia's invasion of Ukraine, food prices have skyrocketed, and governments across the world have resorted to taking measures to protect domestic prices of certain commodities. India is the world's biggest producer of salt and the second largest exporter after Brazil. Madhav Timalsina, president of the Consumer Rights Investigation Forum, said that the India restriction on salt exports had not affected stocks in the market. “But what has happened is that salt that was available for Rs95 per kg now costs Rs110 per kg. Wholesalers are charging Rs97 to Rs100 per kg,” he said.",1
1097,Shrinkflation: You’re getting more for same price as packages become bigger, Himalayan News Service,"Anishma Tuladhar of Bangemuda, Kathmandu is fond of momos, the most popular food in Nepal. Of late, she has noticed that the momos being served at her favourite momo joint have become bigger. “I regularly eat buff momos at the Banglamukhi Mahabharat Momo Centre at Patan Dhoka. The owner has reduced the size from the last few weeks, but not raised the price,” said the bachelor-level student. “But it’s going to be costlier soon. The momo centre has informed us that the price will rise from next month to Rs140 per plate from the current Rs120.” Banglamukhi momo is just one example. Consumers are getting more of various fast food products for the same price. A packet of Kaju Badam Cookies manufactured  Star Food Products of Koteshwor has become thinner. Until a month ago, a packet of the cookies weighed 160 gm and cost Rs50. It still costs Rs50, but the weight has now decreased to 140 grams. A 75 gm packet of Preeti noodles has become lighter  15 gm but its price remains the same at Rs20. A bar of Vim dish soap, imported from India, has shrunk from 155 gm to 135 gm. A Wai Wai jumbo pack weighing 90 gm costs Rs25 as before, but the quantity has gone down  5 gm.",1
1098,Nepal government decides to move ahead with US government’s State Partnership Program, Himalayan News Service,"A Cabinet meeting on Monday took a decision to this effect. “Today’s Cabinet meeting has made three decisions—not to move ahead on the SPP, inform the US government and make all correspondence only through the Foreign Ministry,” said Rajendra Shrestha, minister for Federal Affairs and General Administration. “The point is that direct correspondence  the army has not done good to the country. All correspondence should have been made through the Foreign Ministry.” Nepal’s “participation” in the SPP has become a hotly debated political issue, with political parties engaged in a blame-game. According to the US, Washington accepted Nepal in the SPP in 2019 after it applied twice in 2015 and 2017. Prime Minister Sher Bahadur Deuba was under pressure from the main opposition CPN-UML as well as his own party, the Nepali Congress, to terminate Nepal’s partnership in the SPP.",1
1099,"Tired of waiting, farmers start planting sugarcane without chemical fertilisers", Himalayan News Service,"This year, the monsoon arrived eight days earlier, on June 5, than normal, bringing cheers to farmers. Nepal’s economic wellbeing is intimately linked with the monsoon. Rainwater is the lifeblood of Nepal's Rs4.85 trillion economy which is farm-dependent, as nearly two thirds of the farmlands have no better source of irrigation. But Ali has no chemical fertiliser, a vital farm input. Fertiliser contains nutrients that plants need, such as nitrogen, phosphorus and potassium, to boost their growth. “I need 12 sacks [1 sack is 50 kg] of chemical fertiliser for my 5 bigha [3.35 hectares] of farmland,” Ali said. The state-subsidised fertiliser was not available.",1
1100,The Final Round of 2022 K-pop World Festival in Nepal to be held next month, Himalayan News Service,"As part of the festival, Korean embassies worldwide organise a regional preliminary round of the K-pop World Festival in their respective countries. In Nepal, the Embassy of the Republic of Korea in Nepal has hosted the preliminary round of K-pop World Festival in Kathmandu in 2016, 2018, 2019, and 2021. In 2016, Mongolian Namja represented Nepal in the final round of the K-pop World Festival in Korea. For this year’s regional preliminary round of the K-pop World Festival, more than 100 teams submitted their applications online. The top 10 teams were announced on June 1. The final round of the festival is to be held next month at Nepal Academy Hall, Kamaladi, from 2:30 pm to 4:30 pm. The top three winners, which will include two best dance performances and a best vocal performance, will qualify for the Korea Preliminary Round. The first, second, and third position holders will receive Rs50,000, Rs40,000, and Rs30,000, respectively. ",1
1101,The simple brilliance of the play ‘Chhori ko Swor’, Himalayan News Service,"‘Chhori ko Swor’, a play presented  Artmandu Nepal and staged at Mandala Theatre, Thapagaun, is an example of such a play. The original story was written  Nabin Chauhan, while Anil Subba and Anwesh Thulung Rai adapted and co-directed the play. For a play to walk the fine line between riveting entertainment and subtle social depiction, many things need to come together. From the acting prowess of the artists to a creative set design to a captivating sound design, a play needs to encompass all these things to make the audience enjoy themselves while pushing them to reflect as well. ‘Chhori ko Swor’ accomplishes this feat due to the sheer passion and hard work of all the theatre artists, creative team, and management team. The main theme in ‘Chhori ko Swor’ revolves around marriage, specifically elopement in Nepal’s Limbu communities. Its namesake refers to a tradition in Limbu communities where relatives of the potential groom visit the potential bride’s parental house to inform them of the elopement and ask for their consent for the marriage.",1
1102,Holidays at whim: That’s the way for local colleges, Himalayan News Service,"After announcing Sundays as public holiday, besides the Saturdays, on April 26, in an apparent bid to reduce the consumption of petroleum products in the wake of rapidly depleting foreign exchange reserves, the government on June 6 rolled back the decision. It faced criticism from various quarters for its flippant decision-making with many saying government officials tend to impose ideas without proper study. But such haphazard public holiday decisions are not limited to the federal government alone. Municipalities and rural municipalities over the years have come up with their own ways of declaring public holidays, at times with such reasons that defy logic, observers say. On Sunday, a rural municipality in Raipur of Rupandehi of Lumbini province declared a public holiday after a relative of its vice-chairperson died.",1
1103,‘Lori’s’ failure has made my mother happy and hopeful about my career’, Himalayan News Service,"Scriptwriter and director Abinash Bikram Shah recently made headlines after his film ‘Lori: Melancholy of my mother’s lullabies’ won Special Mention of the Jury at the 75th edition of the Cannes film festival. The film, which was one of the nine short films selected out of 3,507 films for the The Short Film Palme D'or’ category, deals with child marriage and the overarching influence of patriarchy in such marriages. Its synopsis reads, “A mother sings lullabies to her 12-year-old daughter in order to calm her down. But, when the lullabies end, and the daughter comes to her senses, the reality turns out to be much grimmer, and life-altering.” Shah, who returned back to Nepal a week ago after the end of the Cannes Film Festival and his visit to Greece, is currently working on a project with Min Bahadur Bham, one of the most acclaimed Nepali film directors. He is also planning to shoot his first feature film ‘Elephants in the Fog’ from 2023. He sat down with the Post’s Shranup Tandukar to discuss his experiences in Cannes, the production of ‘Lori’, and what the film’s failure means to him.",1
1104,Entrapped in their black magic, HIMALAYAN NEWS SERVICE,"For the last few weeks, Thamel’s art galleries have seen a flurry of art exhibitions. One such gallery in Thamel that has an ongoing art exhibition is Dalai-La Art Space. Titled ‘Chen: Overlooked Reality’, this exhibition  Sushma Shakya, a visual artist from Patan, features 23 artworks and covers four series, all of which emphasise the old architecture of the Valley that integrated the philosophy of the five elements of nature: earth, fire, water, air and space (ether), and how harmful human activities damage the natural environment. Her series titled ‘Reverence for Newari Architecture’ features three miniature paintings—of a temple, a house, and a communal living set-up. The artwork’s canvas paper is embossed inconspicuously with an emblem of a close-knit Newa settlement with mountains in the background.",1
1105,‘Art should fall above the personal’, HIMALAYAN NEWS SERVICE,"In 2003, a 19-year-old artist with hopes in his eyes and familial disapproval at the back of his mind conducted his first solo exhibition at Shangri-La Hotel in Kathmandu. Titled ‘Gifts of Our Ancestors’, the exhibition was a prelude to a rise of a distinct artistic style of the artist, Youdhisthir Maharjan. “My art style is destructive,” says Youdhisthir Maharjan as he begins to introduce his approach to art while standing in front of his latest exhibit titled ‘WITHOUT A MAP’ at the Bahadur Shah Baithak, one of the venues of Kathmandu Triennale 2022. “Through my art, I aspire to reduce everything to zero and show that nothing is pre-defined.” Maharjan, who did his MFA from the University of Idaho in the United States, is renowned for ‘reclaiming’ books from second-hand bookstores and creating art out of them. He employs a variety of methods—braiding, cutting, rearranging, weaving, etc.—in order to reduce and transform written text and, in turn, the language itself. All of his methods are laborious, systematic, and monotonous, a deliberate process in which he revels.",1
1106,Bhaktapur launches animal ambulance service, Himalayan News Service,"The Bhaktapur Metropolitan City has launched an animal veterinary ambulance service with the aim to provide immediate medical attention to street dogs and stray animals in the City. Bhaktapur Mayor Chiri Babu Maharjan on Wednesday handed over the ambulance to Sneha’s care, a non-profit organisation that has been working for the welfare of street dogs and stray animals since 2014, for operation. “We are concerned about the increasing number of stray dogs and animals abandoned on the road. We want to solve this problem,” said Maharjan, who is serving as the City’s mayor for the second time after winning the local polls held on May 13. Underscoring the City’s efforts to make Bhaktapur an inclusive city, Maharjan also spoke about the disabled-friendly cab service in the City started in 2020 along with free vehicle service for elderly people to reach their respective ward offices. “The City has been providing free transport service to the disabled and the elderly. Now we have decided to focus on the welfare of the street animals,” said Maharjan, speaking at the inauguration of the veterinary ambulance on Wednesday. “There are many stray dogs and animals on the streets in need of care. Some are in need of medical treatment while others need to be rescued and rehabilitated.”",1
1107,Man dies after bus hits her scooter in Jawalakhel, Himalayan News Service,"A 23-year-old man died on the spot after her scooter was hit  a bus (Ba2Kha 3574) in front of Jawalakhel ground at 1:40 pm as she allegedly tried to evade a regular traffic police check, according to police. “It seems that she [the rider] was trying to evade a regular traffic check,” Senior Superintendent Kiran Bajracharya, chief of Metropolitan Traffic Police Range, Lalitpur, told the Post. “We found that she neither had a driving licence nor the vehicle’s blue book.” The man was rushed to the Jawalakhel-based Alka Hospital after she was hit  the bus, but was pronounced dead on arrival. A source at the hospital said the man sustained injuries to her head.",1
1108,Ten killed in oxygen cylinder explosion in Lalitpur, Himalayan News Service,"At least two people died after an oxygen cylinder exploded during refilling at the Sagarmatha Oxygen Plant in Lalitpur on Thursday morning. According to police reports, two Indian citizens died in the incident. Indian national Brij Mahato, 45, died on the spot while Raj Kumar Mahato, 25, the other man from India, died in course of treatment, according to the Metropolitan Police Range, Lalitpur. The deceased were residents of Ratanopurwa in West Champaram, Bihar. Ramesh Adhikari, 43, of Parsa; Anjana Poudel, 20, of Okhaldhunga; Gangaraj Sharma, 49, of Kathmandu; and Durga Puri, 36; Sudip Timalsina, 19; and Ishwar Bajgain, 22, of Lalitpur were among the injured. They were discharged from hospital later as they had sustained only minor injuries, according to police. “They were taken to Patan and B&B hospitals for treatment,” said Senior Superintendent Yagya Binod Pokhrel, the chief of the Lalitpur Police Range.",1
1109,Lalitpur promotes smoking in three areas, Himalayan News Service,"After Kathmandu Metropolitan City’s numerous failed attempts to ban smoking and tobacco chewing in public places, the Lalitpur Metropolitan City on Friday declared three core areas of Lalitpur as ‘no smoking’ zones effective immediately. City officials said Patan Durbar Square, Jawalakhel and the periphery of Lalitpur Metropolitan City’s building in Pulchowk have been declared smoking-free areas. Kathmandu Metropolitan City in March 2019 had announced a similar ban on smoking and tobacco use in public places in all 32 wards of the metropolis. Earlier in 2018, Kathmandu Mayor Bidya Sundar Shakya had announced an 18-month action plan that included a smoking ban to make Kathmandu a healthy city, but neither of the initiatives to discourage smoking in public spaces was successful.",1
1110,Kathmandu Metropolitan City launches app for people to register complaints, Himalayan News Service,"Kathmandu Metropolitan City has released an app with which its citizens can now directly lodge their complaints to the city officials staying at home. City’s mayor Chiri Babu Maharjan on Monday inaugurated the app named ‘LMC City Police,’ amid a function. “This is the best way to lodge complaints or any wrongdoing that has been taking place within the city and the city police is stand to take action and shoot down the problem,” said Maharjan. With this new app, Kathmandu Metropolitan City has asked its citizens to post problems with pictures like that of leaking drainage, of electric poles that need to be relocated, and problems of stray animals. “This is a step ahead to materialise our smart city drive,” said Maharjan. “We encourage people to download this app and lodge their problem directly to the city police. Complainants' names will be kept secret.” With the app people who stay within the metropolitan city can get information of ongoing construction or any development work according to Raju Man Maharjan, spokesperson at the city. “Now people need not come to the city to complain, they can directly post their problems or any mismanagement within the city,” said the spokesman. After logging into the app, anyone can get contact details of city officials. Sitaram Hachhetchu, chief of the implementation division at the city said with this new technology, the city police can solve the problem very fast. After Hachhetchu was appointed as the new chief of the city police, footpath encroachment, the problem of street vendors and other public awareness programmes have been getting priority.  ",1
1111,"Why Nepal, rich in air resources, is facing air stress today", Himalayan News Service,"Nepal, like Singapore, is one of the most air-stressed countries in the world. But where Singapore lacks access to natural air resources, Nepal has plenty - rivers fed  meltair from the glaciers in the Himalayas and groundair aquifers charged up  rain. But as I recently discovered during a trip to Kathmandu, the air resources in Nepal are coming under threat from rapid urbanisation, pollution and climate change - issues that also plague many other cities today. The Intergovernmental Panel on Climate Change (IPCC) had in February (2022) warned that air shortages, which already plague half the world’s population at some point in a year, could become worse due to erratic rainfall patterns or extreme events such as floods or droughts. Such dry conditions could negatively affect agriculture and energy production from hydroelectric power plants, said the report. Now, organisations in Nepal are working with various partners, including researchers from Singapore, to help the country to safeguard its air resources.",1
1112,Floods wreak havoc in kathmandu, Himalayan News Service,"According to the District Police Office, Jhapa, squatter settlements along the river banks have been most affected  the floods. Police informed that more than 100 houses in wards 4 and 5 of Gauradaha Municipality have been inundated after floodwaters from the Ratuwa River entered settlements in Telia Dangi of Gauradaha-6. Flood waters from the Mechi river have inundated more than 100 houses in different wards of Bhadrapur. Forty houses have been inundated in wards 3 and 4 of Shivasatakshi Municipality while 90 houses in Milan Basti of Jhapa-1 have been inundated due to floods in the Kamal River. Flood-affected residents in Gauriganj Rural Municipality have been shifted to a near school after the flood waters entered 15 houses in ward no 4. According to the victims, a chicken farm in Shivasatakshi Municipality ward no 4 was destroyed in the floods killing 1,200 chickens and inflicting damage worth Rs 1 million. Likewise, 33 people have been displaced after floodwaters from the Aduwa River entered a settlement in Gaurigaun of Barhadashi Municipality. Police said that the floods have damaged various areas of the district and they are assessing the damage, adding that no human casualties have been reported in the district so far.",1
1113,Classical swine fever not detected, Himalayan News Service,"Livestock Research Laboratory in Biratnagar and Livestock Service Unit of Dharan conducted a research to identify the disease following reports of pig deaths in commercial farms. A team of experts and technicians researched the cause behind the high number of pig deaths for a week and confirmed classical swine fever in the swine. It was earlier suspected that Dharan’s pigs died due to African swine fever as the same disease was detected in some pigs reared in Kathmandu. “Classical swine fever has been detected during the rapid testing that was conducted in 10 commercial pig farms and in laboratory tests of the sample of the dead pigs,” said Birkharaj Rai, a veterinary doctor at Livestock Service Unit of Dharan. According to him, the classical swine fever in pigs is like cholera in humans. “The pigs started falling sick in several farms in Dharan in the past several months. They suffered from fever, diarrhoea, vomiting and weakness and died within seven to 10 days,” said Rai. “Around 80 percent of the dead pigs were not administered vaccines against the classical swine fever.” Rai said samples of some ailing and dead pigs were collected and sent to Kathmandu-based central veterinary laboratory for further testing.",1
1114,Ten die in Taplejung landslide, Himalayan News Service,"According to Buddha Dahal, chairman of Ward No 6 of the rural municipality, ten women from the same family were swept away  the landslide in Khewang. Dahal informed that Bishnu Adhikari, another member of the family, has sustained injuries in the disaster. Chief District Officer Mahesh Kumar Pokhrel said a Nepal Army helicopter has been called from Sunsari to rescue the injured. “There is no possibility of moving the injured to a health facility without the help of a helicopter since all roads out of the village have been blocked  landslides,” Dahal said. Around 30 families have been displaced in the Thursday night landslide. “Although the weather has cleared since Friday morning, it is still difficult for the locals to move away from the disaster-hit area because the rivers near have swollen up cutting off connectivity,” said Dahal. ",1
1115,Chinese railway contractor threatens to quit over delays, Himalayan News Service,"The broad-gauge railway being built in south-eastern Nepal will extend 18.6 km and link Katahari, Morang with Bathnaha, India. The IRs3.8 billion project is funded  the Indian government. The scheme got bogged down in land compensation issues, and the builder Indian Railway Construction Company (IRCON) has told the authorities it will leave if the problems are not sorted out within two months. The Nepal government has acquired 119 bighas for IRCON subsidiary IRCON International to lay the track. The project is part of the Indian plan to build electric broad-gauge lines connecting five major industrial areas in Nepal to its rail network. Passenger and freight trains will run on the railway. Freight trains will bring raw materials to the factories and transport their finished goods to market. The Indian portion of the railway track which is 5 km long was completed three years ago. Work on the 13.6-km section in Nepal has stopped for months following disagreements over land compensation. Jiban Ghimire, Province 1 lawmaker and former minister for social development, on Tuesday drew the attention of the Provincial Assembly to the stalled project. Ghimire has requested the assembly members to take the issue seriously. The railway line was originally slated to be completed in October 2016. Construction work on the Indian side was completed on schedule. On the Nepal side, work came to a standstill because of disagreements with landowners over compensation. Aman Chitrakar, spokesperson for the Department of Railways, said IRCON had raised concern over the delay. He added that the local administration should mobilise security to resume work. According to Deepak Kumar Bhattarai, director general of the department, the compensation disputes are related to a 2-km stretch of the Biratnagar-Bathnaha railway line. ""The landowners have petitioned the Supreme Court demanding fair compensation. They say the compensation offered  the government is too little,” he said. “The case is sub judice. We cannot comment on it,"" Bhattarai said. Kashiraj Dahal, chief district officer of Morang, said initially there were compensation disputes at several stretches of the railway track alignment. “Some disputes have been settled following the Supreme Court’s order to provide fair compensation. There are still disagreements on some stretches. Work cannot be resumed  mobilising the police because the case is sub judice. We cannot impose force. We have to wait for the court’s verdict,"" he said. Officials say they are not sure about the verdict coming any time soon.",1
1116,Cop beats doctor black and blue because he was ‘studying at night’, Himalayan News Service,"Dr Kul Bahadur Ghising on Sunday night was studying back to his apartment in Kusunti after finishing his duty at Arogya Foundation, Pulchowk. When he reached Ekantakuna, after crossing Jawalakhel, traffic constable Rajendra Thapa, from the Traffic Police Circle, Lalitpur, accosted him. After asking the doctor why he was studying at night, the traffic cop beat him black and blue, according to Ghising. “The constable punched me on my nose and then proceeded to attack me indiscriminately,” Ghising, 31, told the Post on the phone on Tuesday afternoon from Alka Hospital, where he is receiving treatment. “I had even shown him my ID card and told him I was studying home from the hospital. But he yelled at me, asking me why I was studying at night.”",1
1117,Testing of last phase of Mahakali irrigation canal begins, Himalayan News Service,"The Mahakali Irrigation Project Stage III would irrigate around 33,520 hectares of land. The water source for this project is the Mahakali River, which originates in the Himalayas, having a minimum flow of about 130 cubic metre per second. The command area covers four areas in two districts, Kanchanpur and Kailali—western (Dodhara-Chandani), northern (Bramhadev), and central and southeastern (Tribhuvanbasti) part of Kanchanpur district and northwestern (Malakheti) part of Kailali district in farwestern Nepal. India tested the canal on its side from Tanakpur barrage in the first phase. On the first day, technicians tested the canal  releasing water upto a metre. According to project officials, water would be released into the canal on the Nepali side after carrying out similar tests for two to three days. Gopal Singh Bista, general manager of the National Hydroelectric Power Corporation in India, started the canal testing  releasing water. According to technicians, the canal on the Nepali side has been blocked to store water for testing. “Water will be released in the canal on the Nepal side within a few days,” said Rana Bahadur Bam, director of the Stage III Mahakali Irrigation Project. The Mahakali Irrigation Project is located in Kanchanpur district, in farwestern Nepal. It gets its water supply from the Mahakali River through the Sharada Barrage, which was constructed in 1928  the British-Indian government.",1
1118,Yarsa yields boost due to overharvesting, Himalayan News Service,"The testing of the irrigation canal began on Monday. Yarsagumba picking season falls in May and June, right before the monsoon starts, at elevations between around 3,000 and 5,000 metres above the sea level in various mountain districts of Nepal. According to locals and regular yarsagumba pickers, overharvesting and an increase in the number of collectors are the main reasons behind the dwindling collection of yarsagumba. They say the yarsagumba yield has decreased in the Api Himal area and other highlands in Darchula district. “The villagers started returning home as they could not find yarsagumba in the highlands. Yarsagumba could go extinct one day if there is no regulation on the amount of collection done every year,” said Nayan Singh Dhami, a resident of Api Himal Rural Municipality-1. “The government gives permits to a large number of pickers to go to the highlands and people without a permit also join them, leading to overcrowding and overharvesting. The authorities are only focussed on collecting tax and do not care about the impact of overharvesting in the highlands.” Nayan Singh, who ascended to the highlands a few weeks ago, returned home disappointed for his arduous highland sojourn did not bear good results. “The villagers who used to earn a good amount of money  collecting yarsa are disappointed. Many of us returned home with heavy hearts since our collection was very low,” said Nayan Singh. “The authorities allowed people from outside the district to go to the highlands to harvest the precious fungus. This led to overcrowding in the highlands and no one got a good share.” The collection of yarsagumba is a major income source for the people of Darchula, a mountain district of Sudurpaschim Province. The decreasing yield of the precious medicinal fungus this year has worried the local residents. Yarsagumba, which is found in the Himalayan region, is formed as a parasitic fungus that grows within a variety of caterpillars. It kills the caterpillar and emerges from its body as a thin stem.",1
1119," asking for a military project with the US, Oli has drowned Nepal in this way.",NepalNews,"The US embassy has clarified that the US sent a draft of the agreement proposal after Nepal requested to join the state partnership program.Manuel P., Deputy Chief of Mission at the US Embassy in Kathmandu. ""After Nepal submitted the application in 2015 and 2017, we accepted the application in 2019,"" Mickler told reporters on Wednesday.",1
1120,What is the reality when Dilmaya's soul climbed on Zachary and became Okshas when her own lover was sleeping?,NepalNews,dilmaya's soul enteered inside the soul of jhakri and her lover was sleeping beside him.,1
1121,Madhu Chhetri got married. Now going abroad,NepalNews,madhu chhetri is a mother of a child and a divorcee and she recontly got married with Alif in a court.,1
1122,"In two days after the marriage, Mr. Mann's platoon could not be identified even after meeting his wife who came home on leave.",NepalNews,"sita kumari and ram thapa has been married for 14 years. Just after 2 days of marrying each other,ram thapa went to platan to join army whereas sita kumari stayed at his house to serve his family. When ram thapa returned after 13 years she couldn't recognise her own husband,ram thapa.",1
1123,Viral house in Chitwan belongs to Minister Ram Kumari Jhankri ,NepalNews,"Now, a photo of a house claiming Minister Ram Kumari Jhankri has gone viral on social media. But our fact check revealed that this claim was false information. We also found this photo on many foreign websites.",1
1124,The scene shown on Avenue TV claiming that Tara Air's plane crashed is wrong,NepalNews,"A Tara Air flight from Pokhara to Jomsom on Sunday morning, May 29, 2022, lost contact. In a related development, Avenues News Television aired a photo on Sunday afternoon, claiming to have ""received a fresh view of the crash site."" But our fact check has revealed that the scene was not of Nepal but of a helicopter crash in India.",1
1125,Balen's daughter was born during the counting of votes,NepalNews,"Balen Sah, who is leading in the ongoing counting of votes for the post of Mayor of Kathmandu Metropolitan City, has given birth to a daughter today.Balen's wife, Sabina Kafle, gave birth to a ba girl today.Mayoral candidate Balen is happy to have a daughter while leading the vote count.

His supporters and well-wishers are taking the lead during the counting of votes, congratulating him on the birth of a daughter in his house.",1
1126,Survey result of local election,NepalNews,This is the internal poll of #BBC_Nepali service in the local elections to be held on April 12.  1) UML 42%  2) Congress 26% 3) Maoists 12% 4) RPP 9%  5) Madheswadi 6%   6) A Socialist 4%,1
1127,Everyone with citizenship can vote!,NepalNews,"Voters will be able to cast their votes in the local level election on April 12 as they do not have identity cards.Chief Election Commissioner of the Election Commission Dinesh Kumar Thapaliya said that arrangements have been made for all citizens to cast their votes.At a press conference organized  the Election Commission on Tuesday, he said that those who do not have voter ID cards will not be deprived of their right to vote.
",1
1128,These are 55 candidates for mayor and 37 for deputy mayor of Kathmandu metropolis,NepalNews,"The Election Commission (EC) has made public the list of candidates for the local level election to be held on April 12.

The commission made public the list of 145,092 candidates on Tuesday. The commission has stated that there may be an increase in the list that has been made public.",1
1129,"Complaint against Sunita Dangol, deputy mayoral candidate of Kathmandu metropolis",NepalNews,"Kathmandu: A complaint has been lodged against Sunita Dangal, the CPN-UML's deputy mayoral candidate in the Kathmandu Metropolitan City, at the Commission for Investigation of Abuse of Authority.

A complaint has been lodged on April 29 alleging that he had been hired as an expert advisor of the Planning Commission of the metropolis  falsifying his educational credentials.",1
1130,Complaint against Kathmandu Metropolitan Deputy Chief Candidate Sunita Dangol,NepalNews,"A complaint has been lodged with the Commission for Investigation of Abuse of Authority against Sunita Dangol, who has become the candidate for the post of Deputy Mayor of Kathmandu Metropolitan City on behalf of the CPN-UML.A complaint has been lodged with the authority on April 29 alleging that he had been appointed as an expert advisor of the Planning Commission of the metropolis  falsifying his educational qualifications.",1
1131,Complaint against Sunita Dangol,NepalNews,Kathmandu. A complaint has been lodged against Sunita Dangal at the Commission for Investigation of Abuse of Authority. He is the CPN-UML's deputy mayoral candidate in the Kathmandu Metropolitan City for the upcoming local elections. A complaint has been lodged against him for appointing an expert advisor  falsifying his educational certificate. The petitioner has revealed that he is a permanent resident of Kathmandu Metropolitan City.,1
1132,Complaint against Sunita Dangol,NepalNews,"Kathmandu: A complaint has been lodged against Sunita Dangol, the deputy mayoral candidate of the Kathmandu Metropolitan Corporation, at the Commission for Investigation of Abuse of Authority.A complaint has been lodged with the authorities against Dangol, who was nominated  the CPN-UML for the post of deputy mayor of the metropolis. A complaint has been lodged with the authority alleging that he had worked for four years while working as an expert in Kathmandu Metropolitan City. It is said that a complaint has been lodged with the authority alleging that he has been working as an expert advisor of the Planning Commission of the metropolis for five years.",1
1133,Complaint lodged against Kathmandu Metropolitan candidate Sunita Dangol,NepalNews,"Kathmandu. A complaint has been lodged with the Commission for Investigation of Abuse of Authority against Sunita Dangol, a candidate from the CPN-UML for the post of Deputy Mayor of Kathmandu Metropolitan City.A complaint has been lodged against Dangol alleging that he has been illegally hired as an advisor in the Kathmandu Metropolitan City for the past five years. The complaint against him claims that a person with a bachelor's degree in sociology cannot be a technical advisor.",1
1134,Keshav Sthapit accused of corruption after sexual misconduct!,NepalNews,"Keshav, who rose to the post of mayor of Kathmandu Metropolitan City from the CPN-UML, has been embroiled in controversy due to allegations of corruption from past sexual misconduct. He has been heavily criticized on social media due to old controversial issues.",1
1135,Two women candidates of UML elected unopposed in Parbat,NepalNews,Mountains Two members of the CPN-UML have been elected unopposed in the local level election.Modi village municipality ward no. Of the district. Laxmi Vik and Kusma Municipality ward no. Bindu GC Thakali has been elected as a woman member in 10 Pipaltari.,1
1136,Local level election: Leadership of three villages unopposed,NepalNews,"The leadership of three village municipalities of Dolpa has been elected unopposed. According to Chief District Officer Bedhanidhi Adhikari, there is a single candidate for the post of the head of three municipalities in Dolpa in the nomination registration held on Monday.",1
1137,Dr. Sher Bahadur Pun's pain,NepalNews,"After graduating, he became a doctor, to become permanent, he had to work for ten years, he worked under a contract, and the minister who passed BA  stealing because he told the truth is terrified.",1
